shot_id,action_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,game_date,opponent
1319,Driving Layup Shot,34.0443,0,0,-118.2698,6,3,0,Oct-09,24,0,1,Center(C),2009/11/24,NYK
1776,Jump Shot,33.9763,-16,68,-118.2858,10,4,0,1997-98,57,6,,Center(C),1997/11/26,BOS
13958,Jump Shot,33.8603,102,184,-118.1678,4,1,0,Aug-07,22,21,0,Right Side Center(RC),2007/12/14,GSW
13424,Jump Shot,33.8473,182,197,-118.0878,1,4,0,Aug-07,15,26,0,Right Side Center(RC),2007/11/21,MIL
3126,Turnaround Fadeaway shot,33.9533,-138,91,-118.4078,9,3,0,Dec-11,15,16,,Left Side(L),2012/3/2,SAC
27167,Turnaround Jump Shot,34.0363,154,8,-118.1158,10,1,1,Aug-07,43,15,0,Right Side(R),2008/5/14,UTA
5509,Jump Shot,33.7433,167,301,-118.1028,0,3,1,Dec-11,1,34,0,Right Side Center(RC),2012/5/1,DEN
21252,Jump Shot,33.8863,-193,158,-118.4628,1,4,0,Feb-01,36,24,0,Left Side Center(LC),2001/11/16,PHX
21942,Turnaround Jump Shot,33.9153,36,129,-118.2338,0,1,0,2014-15,38,13,0,Center(C),2014/11/16,GSW
12067,Running Jump Shot,33.9783,-44,66,-118.3138,4,1,0,Jun-05,41,7,,Center(C),2005/12/12,DAL
3878,Jump Shot,33.8763,26,168,-118.2438,0,3,0,Mar-02,57,17,0,Center(C),2003/1/4,PHX
30029,Jump Shot,33.8193,144,225,-118.1258,10,2,0,Jun-05,59,26,1,Right Side Center(RC),2005/12/18,HOU
5494,Jump Shot,33.9483,-235,96,-118.5048,1,3,0,1997-98,27,25,0,Left Side Center(LC),1998/3/2,WAS
13009,Layup Shot,34.0443,0,0,-118.2698,10,2,1,Jan-00,42,0,,Center(C),2001/4/29,POR
2002,Jump Shot,33.8523,172,192,-118.0978,3,4,0,Jan-00,36,25,1,Right Side Center(RC),2001/1/31,MIN
21749,Driving Layup Shot,34.0443,0,0,-118.2698,9,1,0,Apr-03,47,0,0,Center(C),2004/4/4,SAS
30632,Jump Shot,33.9533,-188,91,-118.4578,8,1,0,2014-15,38,20,1,Left Side(L),2014/10/28,HOU
12730,Reverse Layup Shot,34.0443,0,0,-118.2698,8,2,0,Mar-02,39,0,1,Center(C),2003/1/31,SAC
312,Jump Shot,33.8323,-154,212,-118.4238,7,4,0,1997-98,51,26,1,Left Side Center(LC),1997/12/7,CLE
21090,Layup Shot,34.0443,0,0,-118.2698,9,2,0,Feb-01,12,0,0,Center(C),2002/2/26,MIL
58,Dunk Shot,34.0443,0,0,-118.2698,2,1,0,Feb-01,54,0,1,Center(C),2002/1/29,ATL
1632,Driving Finger Roll Shot,34.0443,0,0,-118.2698,2,4,0,Jun-05,4,0,0,Center(C),2006/1/11,POR
18115,Slam Dunk Shot,34.0443,0,0,-118.2698,9,4,0,1997-98,59,0,1,Center(C),1998/1/28,NJN
21646,Jump Shot,33.9683,174,76,-118.0958,4,2,0,Aug-07,59,18,,Right Side(R),2008/1/6,IND
13463,Turnaround Jump Shot,34.0393,117,5,-118.1528,10,1,1,Mar-02,4,11,1,Right Side(R),2003/5/9,SAS
16482,Driving Layup Shot,34.0323,-10,12,-118.2798,8,4,0,1999-00,28,1,0,Center(C),1999/12/20,BOS
1535,Jump Shot,33.8473,-8,197,-118.2778,3,1,1,Oct-09,8,19,0,Center(C),2010/6/8,BOS
19075,Jump Shot,33.9033,-212,141,-118.4818,1,3,0,Jun-05,9,25,0,Left Side Center(LC),2005/12/12,DAL
5421,Reverse Layup Shot,34.0443,0,0,-118.2698,5,3,0,Feb-01,3,0,1,Center(C),2001/11/20,LAC
28214,Jump Bank Shot,34.0193,-90,25,-118.3598,11,2,0,May-04,22,9,,Left Side(L),2005/4/10,SAC
17535,Layup Shot,34.0443,0,0,-118.2698,9,3,0,May-04,44,0,1,Center(C),2005/3/20,SEA
16504,Jump Shot,34.0473,90,-3,-118.1798,2,4,0,Apr-03,59,9,0,Right Side(R),2003/12/25,HOU
19700,Jump Shot,33.8243,-142,220,-118.4118,3,4,0,Nov-10,10,26,,Left Side Center(LC),2010/11/26,UTA
23343,Jump Shot,33.8983,95,146,-118.1748,6,1,1,Oct-09,18,17,,Right Side Center(RC),2010/6/15,BOS
26160,Pullup Jump shot,33.9133,109,131,-118.1608,10,1,0,2015-16,14,17,1,Right Side Center(RC),2015/11/13,DAL
1281,Jump Shot,33.8913,99,153,-118.1708,7,1,0,Oct-09,44,18,0,Right Side Center(RC),2010/2/5,DEN
19079,Jump Shot,33.9623,158,82,-118.1118,11,1,0,Aug-07,43,17,0,Right Side(R),2007/11/14,HOU
11336,Driving Finger Roll Layup Shot,34.0443,0,0,-118.2698,2,5,0,Sep-08,58,0,1,Center(C),2009/1/27,CHA
26058,Reverse Layup Shot,34.0443,0,0,-118.2698,2,4,0,Jan-00,43,0,0,Center(C),2001/1/15,VAN
28207,Jump Shot,33.9533,117,91,-118.1528,4,1,1,Jan-00,52,14,1,Right Side(R),2001/6/8,PHI
20510,Jump Shot,33.9253,96,119,-118.1738,7,2,0,1998-99,22,15,0,Right Side(R),1999/3/18,CLE
8538,Jump Shot,34.0393,-134,5,-118.4038,8,1,0,1999-00,4,13,0,Left Side(L),2000/1/7,CHA
5166,Driving Layup Shot,34.0443,0,0,-118.2698,0,3,0,1997-98,32,0,1,Center(C),1997/12/10,GSW
22297,Jump Shot,33.8063,-97,238,-118.3668,11,1,1,Dec-11,36,25,0,Left Side Center(LC),2012/5/8,DEN
24959,Driving Layup Shot,34.0443,0,0,-118.2698,1,4,0,Jul-06,41,0,1,Center(C),2006/11/8,POR
21826,Jump Shot,34.0493,121,-5,-118.1488,6,4,0,Nov-10,12,12,0,Right Side(R),2011/2/5,NOH
13594,Jump Shot,34.0033,51,41,-118.2188,9,1,0,Apr-03,4,6,0,Center(C),2004/2/17,POR
11399,Jump Shot,33.9043,-72,140,-118.3418,3,1,0,Jun-05,3,15,1,Center(C),2005/11/9,MIN
10736,Jump Shot,33.8743,91,170,-118.1788,11,3,1,Nov-10,21,19,1,Right Side Center(RC),2011/5/6,DAL
6891,Driving Layup Shot,34.0443,0,0,-118.2698,1,2,0,Jul-06,42,0,,Center(C),2006/11/30,UTA
5935,Jump Shot,33.9353,217,109,-118.0528,1,1,1,Aug-07,38,24,,Right Side Center(RC),2008/5/25,SAS
4511,Jump Shot,34.0393,132,5,-118.1378,2,1,0,1997-98,35,13,0,Right Side(R),1998/3/18,PHX
24714,Jump Shot,33.9913,-126,53,-118.3958,11,4,0,1997-98,39,13,0,Left Side(L),1997/12/28,BOS
4287,Layup Shot,33.9943,-10,50,-118.2798,2,4,0,Nov-10,36,5,1,Center(C),2010/12/21,MIL
885,Jump Shot,33.9893,127,55,-118.1428,11,1,0,Jan-00,23,13,,Right Side(R),2001/1/28,NYK
11880,Jump Shot,34.0073,211,37,-118.0588,10,2,0,Oct-09,47,21,1,Right Side(R),2009/11/24,NYK
15809,Jump Shot,33.8403,-138,204,-118.4078,0,4,0,Apr-03,9,24,0,Left Side Center(LC),2003/12/13,POR
7269,Jump Shot,34.0363,-61,8,-118.3308,5,2,0,Jul-06,19,6,1,Center(C),2007/1/4,SAC
21109,Jump Shot,33.8083,206,236,-118.0638,0,2,0,Dec-11,0,31,0,Right Side Center(RC),2011/12/26,SAC
16198,Jump Shot,33.8463,21,198,-118.2488,10,1,1,Sep-08,14,19,1,Center(C),2009/4/25,UTA
543,Jump Shot,33.9143,-120,130,-118.3898,3,1,0,Jun-05,16,17,,Left Side Center(LC),2006/1/16,MIA
29031,Driving Layup Shot,34.0323,-10,12,-118.2798,1,4,0,2013-14,22,1,1,Center(C),2013/12/14,CHA
4419,Fadeaway Jump Shot,33.9803,181,64,-118.0888,2,3,1,Sep-08,42,19,1,Right Side(R),2009/5/29,DEN
26687,Driving Layup Shot,34.0443,0,0,-118.2698,3,2,0,1998-99,32,0,,Center(C),1999/3/9,LAC
28405,Jump Shot,33.8253,118,219,-118.1518,6,2,0,2012-13,23,24,1,Right Side Center(RC),2013/3/5,OKC
4227,Driving Layup Shot,34.0443,0,0,-118.2698,9,1,0,1999-00,31,0,1,Center(C),2000/2/18,ORL
1863,Layup Shot,34.0443,0,0,-118.2698,11,3,1,Sep-08,29,0,1,Center(C),2009/5/23,DEN
4837,Jump Shot,33.8523,148,192,-118.1218,9,1,1,Aug-07,28,24,1,Right Side Center(RC),2008/6/17,BOS
1273,Jump Shot,33.8223,132,222,-118.1378,4,2,0,Dec-11,35,25,1,Right Side Center(RC),2012/1/13,CLE
21461,Driving Layup Shot,34.0443,0,0,-118.2698,2,1,1,Feb-01,36,0,1,Center(C),2002/4/25,POR
16884,Running Jump Shot,33.9743,-6,70,-118.2758,0,3,0,1997-98,1,7,0,Center(C),1997/12/10,GSW
15047,Jump Shot,33.8733,-107,171,-118.3768,2,3,0,Feb-01,19,20,0,Left Side Center(LC),2002/1/29,ATL
2839,Turnaround Jump Shot,33.8913,-100,153,-118.3698,5,2,1,Nov-10,3,18,0,Left Side Center(LC),2011/4/17,NOH
736,Step Back Jump shot,34.0133,-145,31,-118.4148,9,4,0,2015-16,53,14,1,Left Side(L),2015/11/20,TOR
14369,Jump Shot,33.9313,-116,113,-118.3858,7,1,0,Dec-11,41,16,0,Left Side Center(LC),2012/3/27,GSW
17061,Driving Slam Dunk Shot,34.0353,0,9,-118.2698,0,4,0,2012-13,31,0,1,Center(C),2013/3/25,GSW
14276,Jump Shot,33.9583,223,86,-118.0468,9,4,0,Oct-09,45,23,1,Right Side(R),2009/12/29,GSW
11898,Jump Shot,33.8863,-8,158,-118.2778,5,4,0,Mar-02,48,15,0,Center(C),2002/11/15,GSW
27732,Layup Shot,34.0443,0,0,-118.2698,3,1,0,Jan-00,17,0,,Center(C),2001/4/17,DEN
1522,Jump Shot,33.9123,-44,132,-118.3138,4,1,0,Jun-05,5,13,0,Center(C),2005/11/11,PHI
21381,Jump Shot,33.9883,143,56,-118.1268,2,1,0,Sep-08,52,15,1,Right Side(R),2009/3/31,CHA
18295,Jump Shot,33.8553,-186,189,-118.4558,6,4,0,May-04,19,26,1,Left Side Center(LC),2004/11/19,PHX
18270,Jump Shot,33.8883,-66,156,-118.3358,2,3,1,Apr-03,59,16,1,Left Side Center(LC),2004/5/25,MIN
28793,Jump Shot,34.0653,107,-21,-118.1628,4,1,0,Jun-05,54,10,1,Right Side(R),2005/12/6,MIL
10690,Driving Dunk Shot,34.0443,0,0,-118.2698,9,3,0,May-04,11,0,1,Center(C),2004/11/13,HOU
22017,Jump Shot,33.9973,-52,47,-118.3218,0,1,0,Feb-01,28,7,0,Center(C),2002/2/21,CLE
19149,Jump Shot,33.9233,-147,121,-118.4168,7,1,0,1999-00,17,19,0,Left Side Center(LC),1999/12/8,SAC
8659,Jump Shot,33.8013,89,243,-118.1808,5,4,0,Mar-02,48,25,0,Right Side Center(RC),2002/12/20,PHI
14164,Jump Shot,33.8283,-61,216,-118.3308,9,1,0,1999-00,39,22,0,Center(C),1999/12/12,DET
5014,Jump Shot,33.8393,154,205,-118.1158,6,3,0,Sep-08,24,25,1,Right Side Center(RC),2009/3/1,PHX
29028,Jump Shot,33.7733,-3,271,-118.2728,3,3,0,Jul-06,45,27,0,Center(C),2006/12/17,WAS
16870,Jump Bank Shot,33.9133,-120,131,-118.3898,6,2,0,Sep-08,35,17,,Left Side Center(LC),2008/11/30,TOR
2646,Dunk Shot,34.0293,6,15,-118.2638,4,3,0,Dec-11,13,1,1,Center(C),2012/3/20,HOU
16484,Jump Shot,34.0463,186,-2,-118.0838,11,2,0,Jan-00,24,18,0,Right Side(R),2000/12/8,SEA
10013,Fadeaway Jump Shot,33.9813,108,63,-118.1618,0,4,0,Oct-09,31,12,0,Right Side(R),2010/3/7,ORL
5709,Jump Shot,33.7013,2,343,-118.2678,0,2,0,Nov-10,0,34,0,Center(C),2010/11/16,MIL
19172,Driving Layup Shot,34.0303,6,14,-118.2638,5,4,0,Sep-08,11,1,1,Center(C),2009/1/7,GSW
3249,Fadeaway Jump Shot,33.9783,-5,66,-118.2748,9,1,0,Oct-09,39,6,0,Center(C),2010/3/2,IND
24925,Jump Shot,34.0293,154,15,-118.1158,7,3,0,Jul-06,1,15,0,Right Side(R),2007/1/10,HOU
2737,Pullup Jump shot,34.0373,-104,7,-118.3738,5,1,0,2015-16,12,10,1,Left Side(L),2016/4/13,UTA
20233,Jump Shot,33.9403,102,104,-118.1678,10,2,0,1999-00,8,14,0,Right Side(R),2000/3/13,DEN
4389,Jump Shot,33.8063,-90,238,-118.3598,4,3,1,Aug-07,41,25,0,Left Side Center(LC),2008/4/26,DEN
22534,Running Jump Shot,34.0233,143,21,-118.1268,0,4,0,1999-00,18,14,1,Right Side(R),2000/1/22,POR
28027,Jump Shot,33.9883,-235,56,-118.5048,6,3,0,Sep-08,11,24,,Left Side(L),2008/12/14,MIN
12087,Jump Shot,33.7923,2,252,-118.2678,8,2,0,2012-13,2,25,0,Center(C),2012/11/21,SAC
25120,Jump Shot,34.0443,141,0,-118.1288,1,3,0,Dec-11,12,14,1,Right Side(R),2012/1/3,HOU
7686,Jump Shot,34.0343,126,10,-118.1438,0,1,0,1997-98,14,12,0,Right Side(R),1997/12/12,HOU
27153,Jump Shot,34.0363,19,8,-118.2508,8,2,0,1996-97,3,2,0,Center(C),1997/1/8,CHA
18339,Reverse Dunk Shot,34.0443,0,0,-118.2698,2,1,0,May-04,18,0,1,Center(C),2004/11/28,NOP
1189,Jump Shot,33.8543,-51,190,-118.3208,2,1,0,Oct-09,11,19,0,Center(C),2010/4/2,UTA
22864,Layup Shot,34.0443,0,0,-118.2698,8,3,0,Jan-00,22,0,1,Center(C),2001/3/7,TOR
328,Fadeaway Jump Shot,34.0253,-164,19,-118.4338,3,2,0,Sep-08,43,16,,Left Side(L),2009/3/26,DET
27886,Jump Shot,33.9253,-93,119,-118.3628,8,3,0,Oct-09,52,15,0,Left Side(L),2009/12/29,GSW
10709,Jump Shot,33.9043,20,140,-118.2498,5,2,0,Nov-10,59,14,1,Center(C),2010/12/10,CHI
2583,Turnaround Jump Shot,34.0083,-60,36,-118.3298,3,2,0,Nov-10,39,6,1,Center(C),2011/3/25,LAC
21795,Jump Shot,33.8983,-82,146,-118.3518,9,1,1,Nov-10,2,16,1,Left Side Center(LC),2011/5/6,DAL
2029,Jump Shot,33.9493,-115,95,-118.3848,11,4,0,Mar-02,47,14,,Left Side(L),2002/12/13,NOH
21904,Jump Shot,34.0303,-119,14,-118.3888,0,2,1,Sep-08,2,11,0,Left Side(L),2009/5/12,HOU
12427,Jump Shot,34.0403,-101,4,-118.3708,1,2,0,Nov-10,47,10,0,Left Side(L),2011/3/12,DAL
20475,Jump Shot,33.8453,194,199,-118.0758,8,1,1,Jul-06,20,27,1,Right Side Center(RC),2007/4/24,PHX
28526,Jump Shot,33.8573,72,187,-118.1978,5,3,0,2014-15,7,20,0,Right Side Center(RC),2015/1/21,NOP
21015,Jump Shot,33.9723,16,72,-118.2538,1,3,0,1997-98,24,7,1,Center(C),1998/2/19,DEN
27822,Jump Shot,33.9803,-233,64,-118.5028,6,3,0,Apr-03,56,24,1,Left Side(L),2003/12/4,DAL
9630,Layup Shot,34.0443,0,0,-118.2698,6,1,0,Jun-05,55,0,0,Center(C),2005/11/11,PHI
827,Jump Shot,33.9653,125,79,-118.1448,4,2,0,Jun-05,49,14,1,Right Side(R),2006/2/8,HOU
4848,Running Jump Shot,33.9343,117,110,-118.1528,2,2,0,May-04,37,16,1,Right Side Center(RC),2005/4/11,PHX
3931,Jump Shot,33.9633,-49,81,-118.3188,0,1,0,Jul-06,3,9,0,Left Side(L),2007/2/11,CLE
14231,Driving Layup Shot,34.0443,0,0,-118.2698,1,4,0,1996-97,10,0,,Center(C),1997/3/7,HOU
11840,Driving Layup Shot,34.0443,0,0,-118.2698,7,3,0,Sep-08,57,0,1,Center(C),2008/11/23,SAC
4065,Turnaround Fadeaway shot,34.0453,174,-1,-118.0958,4,4,0,Aug-07,2,17,0,Right Side(R),2008/3/23,GSW
10154,Jump Shot,34.0443,-239,0,-118.5088,2,3,0,Nov-10,3,23,1,Left Side(L),2011/3/4,CHA
8770,Layup Shot,34.0443,0,0,-118.2698,9,3,0,Oct-09,57,0,1,Center(C),2009/12/25,CLE
357,Layup Shot,34.0163,11,28,-118.2588,11,1,1,Jan-00,39,3,0,Center(C),2001/5/8,SAC
18755,Running Dunk Shot,34.0443,0,0,-118.2698,10,3,0,Jan-00,56,0,1,Center(C),2001/3/19,ATL
22553,Jump Shot,33.8133,130,231,-118.1398,7,2,0,1997-98,15,26,1,Right Side Center(RC),1998/4/10,PHX
14743,Layup Shot,34.0443,26,0,-118.2438,9,1,0,2012-13,52,2,0,Center(C),2012/12/9,UTA
19526,Jump Shot,33.8443,-88,200,-118.3578,2,2,0,2015-16,2,21,0,Left Side Center(LC),2015/12/15,MIL
10672,Driving Layup Shot,34.0443,0,0,-118.2698,2,3,0,Aug-07,29,0,1,Center(C),2007/11/29,DEN
22905,Jump Shot,34.0563,143,-12,-118.1268,4,3,0,1998-99,2,14,1,Right Side(R),1999/3/3,PHX
26790,Jump Shot,34.0283,51,16,-118.2188,3,1,0,1999-00,55,5,0,Center(C),2000/1/30,HOU
20070,Turnaround Jump Shot,33.9173,23,127,-118.2468,8,3,0,May-04,9,12,0,Center(C),2005/4/18,GSW
27419,Jump Shot,34.0413,209,3,-118.0608,0,2,1,Dec-11,57,20,0,Right Side(R),2012/5/14,OKC
30603,Step Back Jump shot,33.9333,60,111,-118.2098,6,2,0,2015-16,16,12,0,Center(C),2016/3/27,WAS
27355,Running Jump Shot,33.9623,54,82,-118.2158,2,1,0,Jun-05,16,9,,Right Side(R),2005/11/14,MEM
8106,Jump Shot,33.8893,-46,155,-118.3158,4,2,0,Aug-07,4,16,0,Center(C),2008/4/10,LAC
2268,Jump Shot,33.7173,-217,327,-118.4868,0,2,0,Jul-06,1,39,0,Left Side Center(LC),2007/2/8,DET
24107,Jump Shot,34.0333,133,11,-118.1368,7,2,0,Oct-09,12,13,0,Right Side(R),2009/12/16,MIL
2116,Layup Shot,34.0443,0,0,-118.2698,8,1,1,Aug-07,45,0,,Center(C),2008/4/20,DEN
20512,Turnaround Fadeaway shot,34.0193,-107,25,-118.3768,8,2,0,Aug-07,7,10,1,Left Side(L),2008/2/29,POR
3880,Jump Shot,34.0553,-212,-11,-118.4818,4,4,0,Dec-11,21,21,0,Left Side(L),2012/1/11,UTA
2358,Jump Shot,34.0163,207,28,-118.0628,6,1,0,2012-13,48,20,0,Right Side(R),2013/1/4,LAC
22405,Jump Shot,33.9573,-95,87,-118.3648,1,1,0,Apr-03,36,12,0,Left Side(L),2004/2/26,SAC
1746,Running Jump Shot,34.0043,-39,40,-118.3088,5,4,0,Apr-03,23,5,0,Center(C),2004/3/3,HOU
29721,Jump Shot,33.5723,119,472,-118.1508,0,1,0,May-04,0,48,0,Back Court(BC),2004/12/14,SEA
17306,Jump Shot,33.8913,128,153,-118.1418,5,1,0,Aug-07,41,19,1,Right Side Center(RC),2007/11/2,PHX
22609,Jump Shot,33.9963,113,48,-118.1568,4,2,0,Nov-10,32,12,0,Right Side(R),2010/12/29,NOH
6049,Jump Shot,33.8113,-114,233,-118.3838,0,1,0,Oct-09,5,25,0,Left Side Center(LC),2009/11/29,NJN
6651,Jump Bank Shot,33.9863,72,58,-118.1978,0,3,0,Jul-06,44,9,,Right Side(R),2007/4/13,PHX
6965,Jump Bank Shot,33.9973,-81,47,-118.3508,7,3,0,Nov-10,34,9,1,Left Side(L),2011/4/5,UTA
14529,Jump Shot,33.9053,-183,139,-118.4528,0,2,0,2015-16,28,22,0,Left Side Center(LC),2015/12/28,CHA
10891,Jump Shot,34.0473,-110,-3,-118.3798,2,1,0,Jun-05,15,11,1,Left Side(L),2006/3/31,SEA
1357,Jump Shot,34.0443,159,0,-118.1108,6,2,0,Jan-00,2,15,0,Right Side(R),2000/12/6,GSW
18496,Reverse Layup Shot,34.0443,0,0,-118.2698,11,1,0,Apr-03,10,0,1,Center(C),2004/2/25,DEN
21613,Jump Shot,33.8583,-151,186,-118.4208,2,3,0,1996-97,56,23,1,Left Side Center(LC),1997/3/14,LAC
4974,Jump Shot,33.9873,-134,57,-118.4038,7,3,1,1998-99,31,14,0,Left Side(L),1999/5/23,SAS
2253,Jump Shot,34.0293,223,15,-118.0468,11,1,0,Apr-03,25,22,,Right Side(R),2004/4/13,GSW
12086,Driving Finger Roll Shot,34.0443,0,0,-118.2698,1,1,1,Apr-03,30,0,1,Center(C),2004/5/15,SAS
16229,Jump Shot,33.8303,-145,214,-118.4148,7,3,0,Jun-05,16,25,1,Left Side Center(LC),2005/11/20,CHI
18872,Running Jump Shot,33.9903,-8,54,-118.2778,3,3,1,Apr-03,58,5,1,Center(C),2004/5/21,MIN
2790,Driving Layup Shot,34.0443,0,0,-118.2698,11,1,0,Feb-01,40,0,0,Center(C),2002/4/7,MIA
3954,Reverse Layup Shot,34.0443,0,0,-118.2698,2,1,0,Oct-09,6,0,0,Center(C),2009/11/12,PHX
16950,Jump Shot,34.0553,-223,-11,-118.4928,5,2,0,2015-16,58,22,0,Left Side(L),2016/4/13,UTA
2086,Jump Shot,33.7953,-7,249,-118.2768,0,4,0,2014-15,0,24,0,Center(C),2014/11/28,MIN
21505,Jump Shot,34.0023,179,42,-118.0908,1,2,0,2012-13,32,18,1,Right Side(R),2013/1/15,MIL
30208,Jump Shot,33.9873,-106,57,-118.3758,10,1,1,1998-99,17,12,,Left Side(L),1999/5/9,HOU
12054,Jump Shot,33.9683,138,76,-118.1318,9,1,0,Feb-01,30,15,,Right Side(R),2001/12/1,MIN
27511,Fadeaway Jump Shot,33.9293,79,115,-118.1908,5,3,0,2015-16,43,13,1,Right Side(R),2016/2/6,SAS
8864,Jump Shot,33.8763,-184,168,-118.4538,1,4,0,Jun-05,2,24,,Left Side Center(LC),2006/1/20,PHX
14849,Jump Shot,33.8703,95,174,-118.1748,1,1,0,Mar-02,26,19,,Right Side Center(RC),2003/1/4,PHX
26916,Jump Shot,33.8523,106,192,-118.1638,3,5,0,1999-00,22,21,0,Right Side Center(RC),2000/1/24,UTA
17205,Jump Shot,34.0273,131,17,-118.1388,11,4,0,Jun-05,28,13,1,Right Side(R),2006/3/31,SEA
17907,Fadeaway Jump Shot,34.0213,127,23,-118.1428,8,1,0,Nov-10,33,12,,Right Side(R),2011/1/14,NJN
9408,Running Jump Shot,33.9783,-3,66,-118.2728,9,4,0,1999-00,20,6,0,Center(C),1999/12/25,SAS
21469,Jump Shot,33.8893,-84,155,-118.3538,6,1,1,Mar-02,0,17,0,Left Side Center(LC),2003/5/1,MIN
16356,Fadeaway Jump Shot,34.0193,-138,25,-118.4078,8,3,0,Dec-11,53,14,0,Left Side(L),2012/1/22,IND
14695,Jump Shot,33.7873,32,257,-118.2378,3,2,0,Jan-00,40,25,0,Center(C),2000/12/5,PHI
617,Jump Bank Shot,34.0143,13,30,-118.2568,4,1,0,Nov-10,44,3,1,Center(C),2011/3/25,LAC
20558,Turnaround Jump Shot,34.0023,167,42,-118.1028,5,4,0,Feb-01,19,17,1,Right Side(R),2001/12/25,PHI
8242,Reverse Layup Shot,34.0443,0,0,-118.2698,9,1,0,Jul-06,6,0,0,Center(C),2007/1/18,DAL
27110,Jump Shot,33.8433,75,201,-118.1948,10,1,0,Aug-07,44,21,1,Right Side Center(RC),2008/2/8,ORL
12640,Turnaround Jump Shot,34.0143,136,30,-118.1338,3,3,0,Mar-02,51,13,,Right Side(R),2003/3/12,DET
25688,Jump Shot,33.8073,-95,237,-118.3648,6,1,0,Aug-07,21,25,0,Left Side Center(LC),2008/4/15,SAC
8198,Slam Dunk Shot,34.0443,0,0,-118.2698,0,2,0,1996-97,40,0,,Center(C),1996/12/8,MIN
24744,Jump Shot,33.8603,181,184,-118.0888,1,1,0,2012-13,41,25,1,Right Side Center(RC),2012/11/4,DET
12231,Jump Shot,34.0063,-164,38,-118.4338,7,3,0,Jun-05,52,16,0,Left Side(L),2006/3/20,BOS
2705,Dunk Shot,34.0303,-34,14,-118.3038,0,4,0,Dec-11,34,3,,Center(C),2012/3/25,MEM
9099,Jump Shot,34.0103,-153,34,-118.4228,8,4,0,Jan-00,10,15,1,Left Side(L),2001/1/28,NYK
12646,Fadeaway Jump Shot,34.0473,146,-3,-118.1238,6,3,0,May-04,21,14,1,Right Side(R),2005/4/20,POR
3434,Jump Shot,33.8573,108,187,-118.1618,9,1,0,Oct-09,11,21,0,Right Side Center(RC),2010/3/9,TOR
8455,Running Jump Shot,34.0293,-35,15,-118.3048,7,2,0,Oct-09,7,3,1,Center(C),2010/1/8,POR
11118,Jump Shot,33.9263,138,118,-118.1318,10,3,0,Feb-01,7,18,1,Right Side Center(RC),2001/11/2,PHX
27135,Pullup Jump shot,34.0303,89,14,-118.1808,6,3,1,Dec-11,14,9,1,Right Side(R),2012/5/19,OKC
19524,Jump Shot,33.9973,-92,47,-118.3618,1,2,0,Nov-10,57,10,0,Left Side(L),2011/1/12,GSW
6317,Jump Shot,33.8273,136,217,-118.1338,11,1,0,2014-15,7,25,0,Right Side Center(RC),2014/11/4,PHX
219,Jump Bank Shot,34.0243,61,20,-118.2088,3,3,0,Nov-10,6,6,,Center(C),2011/3/31,DAL
19694,Jump Shot,33.9833,-172,61,-118.4418,5,3,1,Apr-03,46,18,,Left Side(L),2004/6/8,DET
11394,Layup Shot,34.0283,-19,16,-118.2888,2,4,0,2015-16,15,2,0,Center(C),2015/12/1,PHI
11502,Jump Shot,33.9403,-164,104,-118.4338,10,1,1,Jul-06,32,19,0,Left Side(L),2007/4/22,PHX
17172,Layup Shot,34.0453,-19,-1,-118.2888,1,2,0,2015-16,24,1,0,Center(C),2016/4/13,UTA
409,Jump Shot,33.9253,61,119,-118.2088,2,2,0,2014-15,57,13,0,Center(C),2014/12/21,SAC
2656,Reverse Dunk Shot,34.0443,0,0,-118.2698,1,1,0,Jan-00,35,0,1,Center(C),2001/3/4,GSW
19654,Jump Shot,33.7903,-23,254,-118.2928,11,1,0,Oct-09,25,25,0,Center(C),2010/3/16,SAC
26507,Turnaround Jump Shot,33.9833,-39,61,-118.3088,10,2,0,Mar-02,21,7,1,Center(C),2003/1/5,PHX
14171,Jump Shot,33.7723,18,272,-118.2518,2,3,1,Sep-08,38,27,0,Center(C),2009/5/27,DEN
30283,Alley Oop Layup shot,34.0443,0,0,-118.2698,2,2,0,Jan-00,18,0,0,Center(C),2001/3/21,MIL
28918,Jump Shot,33.8053,-21,239,-118.2908,4,4,0,2014-15,12,23,,Center(C),2014/11/12,NOP
13326,Driving Layup Shot,34.0443,0,0,-118.2698,7,1,1,Oct-09,23,0,1,Center(C),2010/4/18,OKC
14137,Jump Shot,33.8533,-82,191,-118.3518,11,2,0,Mar-02,17,20,1,Left Side Center(LC),2003/1/4,PHX
19778,Driving Layup Shot,34.0323,48,12,-118.2218,0,4,0,2012-13,59,4,0,Center(C),2012/12/4,HOU
19956,Jump Shot,33.8573,167,187,-118.1028,3,3,0,Aug-07,29,25,0,Right Side Center(RC),2008/3/9,SAC
21507,Turnaround Jump Shot,34.0273,81,17,-118.1888,5,4,0,Oct-09,32,8,1,Right Side(R),2009/11/6,MEM
18810,Jump Shot,33.8583,16,186,-118.2538,11,3,0,Feb-01,39,18,0,Center(C),2002/4/5,BOS
24,Running Jump Shot,33.9663,111,78,-118.1588,9,1,0,1998-99,41,13,1,Right Side(R),1999/2/16,CHA
26934,Jump Shot,33.8723,34,172,-118.2358,7,1,1,Oct-09,22,17,0,Center(C),2010/5/19,PHX
